,freq,eps_r_old,epsilon_i,epsilon_r
1131,103275000000,2.1464190881,0.0030340931,2.3
1132,103300000000,2.1464088429,0.0029682749,2.3
1133,103325000000,2.1464009387,0.0029013905,2.3
1134,103350000000,2.1463954618,0.0028335116,2.3
1135,103375000000,2.1463924936,0.0027647139,2.3
1136,103400000000,2.1463921109,0.0026950775,2.3
1137,103425000000,2.1463943857,0.0026246864,2.3
1138,103450000000,2.1463993841,0.0025536283,2.3
1139,103475000000,2.1464071669,0.0024819946,2.3
1140,103500000000,2.1464177892,0.0024098799,2.3
1141,103525000000,2.1464312998,0.0023373822,2.3
1142,103550000000,2.1464477413,0.0022646021,2.3
1143,103575000000,2.1464671498,0.002191643,2.3
1144,103600000000,2.1464895549,0.0021186109,2.3
1145,103625000000,2.1465149793,0.0020456136,2.3
1146,103650000000,2.1465434388,0.0019727609,2.3
1147,103675000000,2.1465749422,0.0019001644,2.3
1148,103700000000,2.1466094911,0.0018279368,2.3
1149,103725000000,2.14664708,0.0017561917,2.3
1150,103750000000,2.1466876962,0.0016850438,2.3
1151,103775000000,2.1467313195,0.0016146078,2.3
1152,103800000000,2.1467779225,0.0015449988,2.3
1153,103825000000,2.1468274707,0.0014763314,2.3
1154,103850000000,2.1468799221,0.00140872,2.3
1155,103875000000,2.1469352276,0.0013422781,2.3
1156,103900000000,2.1469933309,0.0012771177,2.3
1157,103925000000,2.1470541688,0.0012133499,2.3
1158,103950000000,2.1471176711,0.0011510837,2.3
1159,103975000000,2.1471837607,0.0010904259,2.3
1160,104000000000,2.1472523541,0.0010314813,2.3
1161,104025000000,2.1473233612,0.0009743517,2.3
1162,104050000000,2.1473966857,0.000919136,2.3
1163,104075000000,2.1474722251,0.0008659299,2.3
1164,104100000000,2.1475498713,0.0008148255,2.3
1165,104125000000,2.1476295105,0.0007659111,2.3
1166,104150000000,2.1477110236,0.0007192708,2.3
1167,104175000000,2.1477942866,0.0006749844,2.3
1168,104200000000,2.1478791705,0.0006331271,2.3
1169,104225000000,2.1479655421,0.0005937692,2.3
1170,104250000000,2.1480532641,0.0005569759,2.3
1171,104275000000,2.1481421954,0.0005228073,2.3
1172,104300000000,2.1482321914,0.0004913178,2.3
1173,104325000000,2.1483231047,0.000462556,2.3
1174,104350000000,2.148414785,0.000436565,2.3
1175,104375000000,2.1485070796,0.0004133815,2.3
1176,104400000000,2.1485998343,0.0003930364,2.3
1177,104425000000,2.1486928931,0.0003755538,2.3
1178,104450000000,2.1487860988,0.0003609519,2.3
1179,104475000000,2.1488792936,0.000349242,2.3
1180,104500000000,2.1489723195,0.000340429,2.3
1181,104525000000,2.1490650185,0.0003345111,2.3
1182,104550000000,2.1491572331,0.0003314797,2.3
1183,104575000000,2.1492488068,0.0003313196,2.3
1184,104600000000,2.1493395843,0.0003340089,2.3
1185,104625000000,2.1494294121,0.0003395187,2.3
1186,104650000000,2.149518139,0.0003478138,2.3
1187,104675000000,2.1496056163,0.0003588519,2.3
1188,104700000000,2.149691698,0.0003725845,2.3
1189,104725000000,2.1497762417,0.0003889565,2.3
1190,104750000000,2.1498591088,0.0004079064,2.3
1191,104775000000,2.1499401645,0.0004293664,2.3
1192,104800000000,2.1500192786,0.0004532627,2.3
1193,104825000000,2.1500963257,0.0004795155,2.3
1194,104850000000,2.1501711857,0.0005080394,2.3
1195,104875000000,2.1502437437,0.0005387432,2.3
1196,104900000000,2.1503138908,0.0005715306,2.3
1197,104925000000,2.150381524,0.0006063001,2.3
1198,104950000000,2.1504465468,0.0006429456,2.3
1199,104975000000,2.1505088693,0.0006813563,2.3
1200,105000000000,2.1505684084,0.0007214171,2.3
1201,105025000000,2.1506250883,0.0007630091,2.3
1202,105050000000,2.1506788403,0.0008060098,2.3
1203,105075000000,2.1507296033,0.0008502933,2.3
1204,105100000000,2.1507773239,0.0008957311,2.3
1205,105125000000,2.1508219564,0.0009421918,2.3
1206,105150000000,2.1508634631,0.0009895421,2.3
1207,105175000000,2.1509018145,0.0010376468,2.3
1208,105200000000,2.1509369889,0.0010863694,2.3
1209,105225000000,2.1509689732,0.0011355723,2.3
1210,105250000000,2.1509977623,0.0011851176,2.3
1211,105275000000,2.1510233592,0.001234867,2.3
1212,105300000000,2.1510457754,0.0012846827,2.3
1213,105325000000,2.1510650305,0.0013344275,2.3
1214,105350000000,2.1510811521,0.0013839655,2.3
1215,105375000000,2.151094176,0.0014331623,2.3
1216,105400000000,2.151104146,0.0014818855,2.3
1217,105425000000,2.1511111136,0.0015300052,2.3
1218,105450000000,2.1511151379,0.0015773944,2.3
1219,105475000000,2.1511162856,0.0016239294,2.3
1220,105500000000,2.1511146308,0.0016694902,2.3
1221,105525000000,2.1511102546,0.0017139608,2.3
1222,105550000000,2.1511032448,0.00175723,2.3
1223,105575000000,2.151093696,0.0017991913,2.3
1224,105600000000,2.1510817091,0.0018397434,2.3
1225,105625000000,2.151067391,0.0018787909,2.3
1226,105650000000,2.1510508541,0.0019162442,2.3
1227,105675000000,2.1510322166,0.00195202,2.3
1228,105700000000,2.1510116013,0.0019860417,2.3
1229,105725000000,2.1509891362,0.0020182395,2.3
1230,105750000000,2.1509649531,0.0020485508,2.3
1231,105775000000,2.150939188,0.0020769206,2.3
1232,105800000000,2.1509119805,0.0021033012,2.3
1233,105825000000,2.1508834731,0.002127653,2.3
1234,105850000000,2.1508538113,0.0021499444,2.3
1235,105875000000,2.1508231428,0.0021701518,2.3
1236,105900000000,2.150791617,0.00218826,2.3
1237,105925000000,2.1507593851,0.0022042621,2.3
1238,105950000000,2.1507265991,0.0022181599,2.3
1239,105975000000,2.1506934115,0.0022299633,2.3
1240,106000000000,2.1506599753,0.0022396909,2.3
1241,106025000000,2.1506264428,0.0022473699,2.3
1242,106050000000,2.1505929659,0.0022530357,2.3
1243,106075000000,2.1505596954,0.0022567321,2.3
1244,106100000000,2.1505267801,0.0022585113,2.3
1245,106125000000,2.1504943674,0.0022584334,2.3
1246,106150000000,2.150462602,0.0022565666,2.3
1247,106175000000,2.1504316256,0.0022529867,2.3
1248,106200000000,2.1504015773,0.0022477773,2.3
1249,106225000000,2.150372592,0.0022410288,2.3
1250,106250000000,2.1503448011,0.0022328392,2.3
1251,106275000000,2.1503183316,0.0022233127,2.3
1252,106300000000,2.1502933056,0.0022125603,2.3
1253,106325000000,2.1502698406,0.0022006986,2.3
1254,106350000000,2.1502480485,0.0021878501,2.3
1255,106375000000,2.1502280358,0.0021741426,2.3
1256,106400000000,2.150209903,0.0021597087,2.3
1257,106425000000,2.1501937445,0.0021446853,2.3
1258,106450000000,2.1501796481,0.0021292133,2.3
1259,106475000000,2.1501676953,0.0021134371,2.3
1260,106500000000,2.1501579604,0.0020975041,2.3
1261,106525000000,2.1501505107,0.0020815642,2.3
1262,106550000000,2.1501454063,0.0020657692,2.3
1263,106575000000,2.1501426998,0.0020502725,2.3
1264,106600000000,2.1501424364,0.0020352282,2.3
1265,106625000000,2.1501446534,0.0020207911,2.3
1266,106650000000,2.1501493802,0.0020071156,2.3
1267,106675000000,2.1501566385,0.0019943554,2.3
1268,106700000000,2.1501664419,0.0019826631,2.3
1269,106725000000,2.1501787959,0.0019721894,2.3
1270,106750000000,2.150193698,0.0019630825,2.3
1271,106775000000,2.1502111375,0.0019554881,2.3
1272,106800000000,2.1502310954,0.0019495481,2.3
1273,106825000000,2.1502535449,0.0019454006,2.3
1274,106850000000,2.1502784509,0.0019431792,2.3
1275,106875000000,2.1503057701,0.0019430125,2.3
1276,106900000000,2.1503354512,0.0019450236,2.3
1277,106925000000,2.1503674352,0.0019493296,2.3
1278,106950000000,2.1504016549,0.0019560413,2.3
1279,106975000000,2.1504380354,0.0019652624,2.3
1280,107000000000,2.1504764941,0.0019770893,2.3
1281,107025000000,2.1505169407,0.001991611,2.3
1282,107050000000,2.1505592775,0.0020089079,2.3
1283,107075000000,2.1506033996,0.0020290523,2.3
1284,107100000000,2.1506491946,0.0020521073,2.3
1285,107125000000,2.1506965433,0.0020781273,2.3
1286,107150000000,2.1507453196,0.002107157,2.3
1287,107175000000,2.1507953905,0.0021392315,2.3
1288,107200000000,2.1508466166,0.0021743759,2.3
1289,107225000000,2.1508988522,0.0022126053,2.3
1290,107250000000,2.1509519453,0.0022539246,2.3
1291,107275000000,2.1510057381,0.0022983281,2.3
1292,107300000000,2.1510600669,0.0023457999,2.3
1293,107325000000,2.1511147624,0.0023963132,2.3
1294,107350000000,2.1511696502,0.0024498309,2.3
1295,107375000000,2.1512245504,0.0025063052,2.3
1296,107400000000,2.1512792785,0.0025656778,2.3
1297,107425000000,2.1513336453,0.0026278798,2.3
1298,107450000000,2.1513874568,0.0026928321,2.3
1299,107475000000,2.1514405152,0.0027604454,2.3
1300,107500000000,2.1514926184,0.0028306203,2.3
1301,107525000000,2.1515435607,0.0029032476,2.3
1302,107550000000,2.1515931327,0.0029782087,2.3
1303,107575000000,2.1516411218,0.0030553755,2.3
1304,107600000000,2.1516873123,0.0031346111,2.3
1305,107625000000,2.1517314856,0.0032157701,2.3
1306,107650000000,2.1517734206,0.0032986988,2.3
1307,107675000000,2.1518128939,0.0033832356,2.3
1308,107700000000,2.1518496797,0.0034692119,2.3
1309,107725000000,2.1518835505,0.003556452,2.3
1310,107750000000,2.1519142772,0.003644774,2.3
1311,107775000000,2.1519416291,0.0037339901,2.3
1312,107800000000,2.1519653744,0.0038239074,2.3
1313,107825000000,2.1519852803,0.0039143281,2.3
1314,107850000000,2.1520011134,0.0040050507,2.3
1315,107875000000,2.1520126397,0.00409587,2.3
1316,107900000000,2.1520196248,0.0041865781,2.3
1317,107925000000,2.1520218344,0.0042769652,2.3
1318,107950000000,2.1520190345,0.0043668196,2.3
1319,107975000000,2.1520109911,0.0044559294,2.3
1320,108000000000,2.1519974713,0.0045440822,2.3
1321,108025000000,2.1519782425,0.0046310664,2.3
1322,108050000000,2.1519530735,0.0047166719,2.3
1323,108075000000,2.1519217343,0.0048006905,2.3
1324,108100000000,2.1518839962,0.0048829168,2.3
1325,108125000000,2.1518396323,0.0049631489,2.3
1326,108150000000,2.1517884173,0.0050411892,2.3
1327,108175000000,2.1517301282,0.0051168449,2.3
1328,108200000000,2.1516645441,0.0051899287,2.3
1329,108225000000,2.1515914464,0.0052602596,2.3
1330,108250000000,2.1515106192,0.0053276637,2.3
1331,108275000000,2.1514218494,0.0053919744,2.3
1332,108300000000,2.1513249266,0.0054530333,2.3
1333,108325000000,2.1512196437,0.0055106908,2.3
1334,108350000000,2.1511057967,0.0055648068,2.3
1335,108375000000,2.1509831849,0.0056152508,2.3
1336,108400000000,2.1508516112,0.0056619028,2.3
1337,108425000000,2.1507108824,0.0057046538,2.3
1338,108450000000,2.1505608085,0.005743406,2.3
1339,108475000000,2.150401204,0.0057780732,2.3
1340,108500000000,2.150231887,0.0058085816,2.3
1341,108525000000,2.1500526799,0.0058348697,2.3
1342,108550000000,2.1498634092,0.0058568886,2.3
1343,108575000000,2.1496639059,0.0058746027,2.3
1344,108600000000,2.1494540053,0.0058879892,2.3
1345,108625000000,2.149233547,0.0058970391,2.3
1346,108650000000,2.1490023753,0.0059017566,2.3
1347,108675000000,2.148760339,0.0059021595,2.3
1348,108700000000,2.1485072917,0.0058982791,2.3
1349,108725000000,2.1482430915,0.0058901604,2.3
1350,108750000000,2.1479676012,0.0058778619,2.3
1351,108775000000,2.1476806884,0.0058614552,2.3
1352,108800000000,2.1473822255,0.0058410255,2.3
1353,108825000000,2.1470720896,0.0058166707,2.3
1354,108850000000,2.1467501624,0.0057885016,2.3
1355,108875000000,2.1464163306,0.0057566412,2.3
1356,108900000000,2.1460704855,0.0057212248,2.3
1357,108925000000,2.145712523,0.0056823995,2.3
1358,108950000000,2.1453423438,0.0056403233,2.3
1359,108975000000,2.1449598532,0.0055951654,2.3
1360,109000000000,2.1445649609,0.005547105,2.3
1361,109025000000,2.1441575814,0.0054963312,2.3
1362,109050000000,2.1437376335,0.0054430421,2.3
1363,109075000000,2.1433050403,0.0053874446,2.3
1364,109100000000,2.1428597293,0.0053297531,2.3
1365,109125000000,2.1424016321,0.0052701896,2.3
1366,109150000000,2.1419306847,0.0052089824,2.3
1367,109175000000,2.1414468268,0.0051463656,2.3
1368,109200000000,2.1409500024,0.0050825784,2.3
1369,109225000000,2.1404401589,0.0050178642,2.3
1370,109250000000,2.1399172478,0.0049524699,2.3
1371,109275000000,2.139381224,0.0048866452,2.3
1372,109300000000,2.1388320461,0.0048206415,2.3
1373,109325000000,2.138269676,0.0047547114,2.3
1374,109350000000,2.1376940787,0.0046891077,2.3
1375,109375000000,2.1371052226,0.0046240826,2.3
1376,109400000000,2.136503079,0.0045598869,2.3
1377,109425000000,2.1358876222,0.0044967694,2.3
1378,109450000000,2.1352588292,0.0044349756,2.3
1379,109475000000,2.1346166797,0.0043747474,2.3
1380,109500000000,2.1339611561,0.0043163219,2.3
1381,109525000000,2.1332922429,0.0042599309,2.3
1382,109550000000,2.1326099273,0.0042058002,2.3
1383,109575000000,2.1319141983,0.0041541486,2.3
1384,109600000000,2.1312050474,0.0041051873,2.3
1385,109625000000,2.1304824679,0.0040591193,2.3
1386,109650000000,2.1297464549,0.0040161386,2.3
1387,109675000000,2.1289970053,0.0039764296,2.3
1388,109700000000,2.1282341178,0.0039401668,2.3
1389,109725000000,2.1274577927,0.0039075136,2.3
1390,109750000000,2.1266680317,0.0038786225,2.3
1391,109775000000,2.1258648379,0.0038536338,2.3
1392,109800000000,2.125048216,0.003832676,2.3
1393,109825000000,2.1242181717,0.0038158647,2.3
1394,109850000000,2.123374712,0.0038033027,2.3
1395,109875000000,2.1225178454,0.0037950792,2.3
1396,109900000000,2.121647581,0.0037912701,2.3
1397,109925000000,2.1207639294,0.003791937,2.3
1398,109950000000,2.119866902,0.0037971277,2.3
1399,109975000000,2.1189565115,0.0038068758,2.3
1400,110000000000,2.1180327713,0.0038212004,2.3
