freq,E1 azimuth,E2 azimuth
1704934050000,45.4472321172,142.4896973745
1709819250000,45.903520331,142.8395351503
1714704450000,46.2912590561,143.158784667
1719589640000,46.6352972026,143.4422846456
1724474840000,46.9650739104,143.6862823664
1729360040000,47.3017509353,143.8911494635
1734245240000,47.6486355491,144.0608702663
1739130430000,47.9914415496,144.2008885169
1744015630000,48.3078434227,144.3182765356
1748900830000,48.5790102954,144.4237423238
1753786030000,48.7963788356,144.5310728651
1758671230000,48.9624863941,144.6520640827
1763556420000,49.0880917351,144.7895844082
1768441620000,49.1875123433,144.9333979721
1773326820000,49.2734554938,145.0623757375
1778212020000,49.3527780015,145.1533008548
1783097220000,49.4247931237,145.1920310699
1787982410000,49.4829682923,145.1804002512
1792867610000,49.5192235078,145.1348567773
1797752810000,49.528432361,145.0784857309
1802638010000,49.5103562609,145.0311768989
1807523200000,49.4680633021,145.0018605366
1812408400000,49.4043164119,144.9849126437
1817293600000,49.3180891031,144.9615157498
1822178800000,49.2025894059,144.9054882486
1827064000000,49.0456029464,144.7918628319
1831949190000,48.8327815279,144.6058521048
1836834390000,48.5536917922,144.3499899442
1841719590000,48.2085466675,144.047502245
1846604790000,47.8119457906,143.7396834822
1851489990000,47.3905042018,143.475204115
1856375180000,46.9745915019,143.2924046983
1861260380000,46.587446499,143.2007745568
1866145580000,46.2362267467,143.1711435628
1871030780000,45.9087121204,143.1415348092
1875915970000,45.57769701,143.0381121092
1880801170000,45.2117168531,142.8022768317
1885686370000,44.7865660792,142.4113810382
1890571570000,44.2916113865,141.884717353
1895456770000,43.7289289734,141.2739791729
1900341960000,43.1085991364,140.6435007702
1905227160000,42.4446253016,140.048139959
1910112360000,41.7527899025,139.5159659601
1914997560000,41.0483690411,139.039975884
1919882760000,40.3420711558,138.5806929288
1924767950000,39.635130836,138.0794798542
1929653150000,38.9173977607,137.4798512618
1934538350000,38.1709030943,136.7483963903
1939423550000,37.3776880183,135.8844836449
1944308740000,36.5274644389,134.9136054122
1949193940000,35.6223375749,133.8707847529
1954079140000,34.678193919,132.7853513456
1958964340000,33.7239544854,131.6753518893
1963849540000,32.7983337621,130.5519443309
1968734730000,31.9421877574,129.427380664
1973619930000,31.1859468867,128.3182259533
1978505130000,30.535411729,127.2392903247
1983390330000,29.9640738802,126.1939828224
1988275530000,29.4186888678,125.1706589065
1993160720000,28.8373090279,124.1478990632
1998045920000,28.1715214488,123.1039232368
2002931120000,27.4034928234,122.0260222896
2007816320000,26.5527396681,120.9200502633
2012701510000,25.6710310751,119.8174427391
2017586710000,24.8260451436,118.7719443907
2022471910000,24.078092693,117.8413041676
2027357110000,23.4587810651,117.0621212439
2032242310000,22.9613736317,116.4343713824
2037127500000,22.5464599811,115.9235272585
2042012700000,22.1588209718,115.4749670432
2046897900000,21.7479281101,115.0321039523
2051783100000,21.2848387623,114.5529987176
2056668300000,20.7706518406,114.0226140801
2061553490000,20.2339194399,113.4560925364
2066438690000,19.7179565342,112.8894218995
2071323890000,19.2626812194,112.3606410527
2076209090000,18.889413292,111.8938235103
2081094280000,18.5953750582,111.4951640101
2085979480000,18.3584951847,111.158784347
2090864680000,18.1478934479,110.8737905705
2095749880000,17.9344979755,110.6276233448
2100635080000,17.6989813763,110.4068868574
2105520270000,17.436136646,110.1984007292
2110405470000,17.1552406244,109.9913633533
2115290670000,16.8757203449,109.7790080055
2120175870000,16.6185175635,109.5580426749
2125061060000,16.3960822084,109.3267112737
2129946260000,16.2061736549,109.0844500609
2134831460000,16.0331511376,108.8339622487
2139716660000,15.8556990848,108.5829916091
2144601860000,15.6563858998,108.3433136662
2149487050000,15.4288860529,108.12757997
2154372250000,15.1806603574,107.9457098521
2159257450000,14.930613926,107.8017581582
2164142650000,14.7024818244,107.6915467003
2169027850000,14.5164686963,107.6020799088
2173913040000,14.3825533241,107.5139095857
2178798240000,14.2977304094,107.4060479878
2183683440000,14.2473224565,107.2611962778
2188568640000,14.2093513405,107.069388148
2193453830000,14.1607627262,106.8300459286
2198339030000,14.083844871,106.5530448537
2203224230000,13.9706264691,106.258062953
2208109430000,13.8237239282,105.9710543868
2212994630000,13.6534445781,105.7175785944
2217879820000,13.4724419032,105.5144231402
2222765020000,13.2904349161,105.36238896
2227650220000,13.1113539594,105.2431514372
2232535420000,12.9337212163,105.1223783015
2237420620000,12.7527551314,104.9592281818
2242305810000,12.5628145733,104.720741986
2247191010000,12.3606322564,104.3971246937
2252076210000,12.1500098186,104.0107990792
2256961410000,11.9449751626,103.6118963175
2261846600000,11.7664219457,103.2609545657
2266731800000,11.6315477124,103.0076699956
2271617000000,11.5426817774,102.8740943862
2276502200000,11.4841999484,102.8467547682
2281387400000,11.430517475,102.88034098
2286272590000,11.3586898754,102.9121857639
2291157790000,11.2559978232,102.8828644463
2296042990000,11.120640325,102.7568223341
2300928190000,10.9605962309,102.5342232128
2305813390000,10.7918412305,102.2455073876
2310698580000,10.6316971774,101.9327770633
2315583780000,10.4885767156,101.6329183403
2320468980000,10.356152352,101.3692016421
2325354180000,10.2168354323,101.1491299323
2330239370000,10.0521292296,100.966826123
2335124570000,9.8528765824,100.8080134036
2340009770000,9.6229881051,100.6550790236
2344894970000,9.375350217,100.4915373815
2349780170000,9.1247408824,100.3060740405
2354665360000,8.8832552467,100.0938655608
2359550560000,8.6587200283,99.8542247823
2364435760000,8.4531672615,99.5890104496
2369320960000,8.2610428112,99.3032741289
2374206160000,8.0692925638,99.0034572382
2379091350000,7.8605019394,98.6933603351
2383976550000,7.6189397555,98.3731202559
2388861750000,7.3377876362,98.0425629918
2393746950000,7.0245896249,97.7063934696
2398632140000,6.7016974999,97.3777320136
2403517340000,6.3998315104,97.0766435614
2408402540000,6.1468339501,96.8229799953
2413287740000,5.9572799335,96.6271425796
2418172940000,5.8282755277,96.4847261163
2423058130000,5.7425740797,96.378425399
2427943330000,5.676129724,96.285413593
2432828530000,5.6061359311,96.1855439523
2437713730000,5.5171249896,96.0670378413
2442598930000,5.4040004261,95.9284624001
2447484120000,5.2718004075,95.7773809548
2452369320000,5.1321055965,95.626112758
2457254520000,4.9971565502,95.4858653041
2462139720000,4.8738303813,95.3612955295
2467024910000,4.7597740246,95.2475234701
2471910110000,4.6432809957,95.1308486674
2476795310000,4.5069834353,94.9930113658
2481680510000,4.3343573567,94.817992443
2486565710000,4.1169227339,94.5992642033
