,freq,n_s,n_p,bf,k_s,k_p
1270,106750000000.0,1.2081086104578802,1.294285334072175,0.08617672361429474,0.011295425935342301,0.02122896418432435
1271,106775000000.0,1.2081194538961495,1.294297580017854,0.0861781261217045,0.011255446114366213,0.021152851397126977
1272,106800000000.0,1.2081306238211391,1.2943104370133498,0.08617981319221069,0.011224952684803688,0.02109458976438283
1273,106825000000.0,1.2081421168666293,1.2943238986319232,0.0861817817652939,0.011204750572639446,0.021055689080889003
1274,106850000000.0,1.2081539286195566,1.2943379564824287,0.08618402786287205,0.011195619777308269,0.02103761217471751
1275,106875000000.0,1.2081660536239167,1.2943526002168961,0.08618654659297942,0.011198312648855674,0.021041769611436247
1276,106900000000.0,1.2081784853869701,1.2943678175424107,0.08618933215544056,0.011213550706598137,0.02106951392931355
1277,106925000000.0,1.208191216386931,1.2943835942357556,0.0861923778488245,0.011242022005180543,0.02112213449890086
1278,106950000000.0,1.2082042380812572,1.2943999141591636,0.08619567607790635,0.01128437822085192,0.02120085225927885
1279,106975000000.0,1.2082175409186207,1.294416759282965,0.0861992183643443,0.011341232055606774,0.021306814789341863
1280,107000000000.0,1.208231114353239,1.2944341097126573,0.08620299535941833,0.011413154741084394,0.021441091549455636
1281,107025000000.0,1.2082449468553853,1.2944519437087936,0.08620699685340827,0.011500673486554178,0.02160466922490997
1282,107050000000.0,1.2082590259305936,1.2944702377231938,0.08621121179260016,0.01160426927269052,0.021798447601178102
1283,107075000000.0,1.2082733381340605,1.2944889664261405,0.08621562829208007,0.011724374629442117,0.02202323522663538
1284,107100000000.0,1.2082878690900565,1.2945081027429892,0.08622023365293274,0.011861371600881684,0.02227974582327578
1285,107125000000.0,1.208302603510579,1.2945276178893619,0.08622501437878283,0.012015589872919896,0.02256859463335965
1286,107150000000.0,1.2083175252173934,1.2945474814127238,0.08622995619533036,0.01218730506801311,0.02289029526249138
1287,107175000000.0,1.2083326171609066,1.2945676612280321,0.08623504406712557,0.012376737081412563,0.023245256628989713
1288,107200000000.0,1.208347861445068,1.2945881236647199,0.08624026221965186,0.012584048889189191,0.023633780582741983
1289,107225000000.0,1.2083632393496968,1.2946088335088821,0.08624559415918531,0.012809345192715342,0.024056059469029313
1290,107250000000.0,1.2083787313547063,1.294629754049056,0.08625102269434959,0.013052671319351065,0.024512174126590403
1291,107275000000.0,1.2083943171647216,1.2946508471227642,0.08625652995804267,0.013314012572232052,0.025002092478061802
1292,107300000000.0,1.2084099757354836,1.2946720731664598,0.08626209743097624,0.013593293462340183,0.025525668254239093
1293,107325000000.0,1.20842568529952,1.2946933912641214,0.08626770596460132,0.013890377247837081,0.02608264006509823
1294,107350000000.0,1.2084414233937815,1.294714759199586,0.08627333580580454,0.01420506577059476,0.026672631085305407
1295,107375000000.0,1.20845716688442,1.2947361335035534,0.08627896661913348,0.014537099283628598,0.027295148729313073
1296,107400000000.0,1.2084728919988885,1.2947574695143773,0.08628457751548879,0.014886156673557914,0.027949585137821236
1297,107425000000.0,1.208488574349398,1.294778721422662,0.08629014707326399,0.015251855851594222,0.028635217786450593
1298,107450000000.0,1.2085041889641455,1.2947998423305016,0.08629565336635614,0.015633754275851088,0.02935121054490052
1299,107475000000.0,1.2085197103171952,1.2948207843082151,0.08630107399101994,0.016031349703347835,0.030096615115201283
1300,107500000000.0,1.2085351123542314,1.2948414984433707,0.08630638608913932,0.016444081254049128,0.030870372938549134
1301,107525000000.0,1.2085503685231511,1.2948619348989312,0.08631156637578008,0.016871330533671285,0.031671317351115676
1302,107550000000.0,1.208565451805975,1.2948820429739003,0.08631659116792534,0.0173124230240332,0.03249817626143479
1303,107575000000.0,1.2085803347442585,1.2949017711517907,0.0863214364075322,0.017766629768958847,0.03334957519538529
1304,107600000000.0,1.2085949894720014,1.294921067163195,0.0863260776911936,0.01823316905999671,0.03422404055643357
