,freq,n_s,n_p
431,85775000000.0,1.2028116942952058,1.2905973957338774
432,85800000000.0,1.202822898018553,1.2906119917862697
433,85825000000.0,1.2028336969046594,1.2906257853172298
434,85850000000.0,1.2028440805192178,1.2906387559824322
435,85875000000.0,1.2028540392217126,1.2906508850141893
436,85900000000.0,1.202863564187756,1.2906621552653303
437,85925000000.0,1.2028726474230311,1.2906725512364061
438,85950000000.0,1.2028812817807968,1.2906820591099097
439,85975000000.0,1.2028894609733247,1.2906906667724218
440,86000000000.0,1.202897179582489,1.2906983638350424
441,86025000000.0,1.202904433065881,1.2907051416449178
442,86050000000.0,1.202911217761771,1.2907109932944607
443,86075000000.0,1.2029175308905724,1.2907159136235562
444,86100000000.0,1.2029233705556077,1.2907198992203819
445,86125000000.0,1.2029287357386256,1.2907229484117808
446,86150000000.0,1.202933626293445,1.2907250612498926
447,86175000000.0,1.202938042941181,1.2907262395018209
448,86200000000.0,1.2029419872554852,1.2907264866196282
449,86225000000.0,1.2029454616510438,1.2907258077166361
450,86250000000.0,1.2029484693695034,1.290724209538652
451,86275000000.0,1.2029510144608835,1.2907217004262128
452,86300000000.0,1.202953101763452,1.2907182902738412
453,86325000000.0,1.2029547368819191,1.290713990485919
454,86350000000.0,1.2029559261646574,1.290708813930569
455,86375000000.0,1.2029566766768514,1.2907027748856343
456,86400000000.0,1.2029569961736348,1.290695888984481
457,86425000000.0,1.2029568930694614,1.2906881731545146
458,86450000000.0,1.202956376407467,1.2906796455555678
459,86475000000.0,1.2029554558291802,1.290670325519092
460,86500000000.0,1.202954141537178,1.2906602334734179
461,86525000000.0,1.2029524442640127,1.2906493908814003
462,86550000000.0,1.2029503752301662,1.2906378201565585
463,86575000000.0,1.2029479461135049,1.290625544601784
464,86600000000.0,1.2029451690055561,1.2906125883223147
465,86625000000.0,1.2029420563757764,1.2905989761543475
466,86650000000.0,1.2029386210306798,1.2905847335836995
467,86675000000.0,1.2029348760734475,1.2905698866654542
468,86700000000.0,1.2029308348650607,1.290554461946689
469,86725000000.0,1.2029265109816907,1.2905384863819107
470,86750000000.0,1.2029219181767097,1.2905219872576368
471,86775000000.0,1.2029170703363832,1.2905049921047393
472,86800000000.0,1.202911981441942,1.290487528623313
473,86825000000.0,1.2029066655291873,1.2904696246028398
474,86850000000.0,1.2029011366490752,1.290451307844379
475,86875000000.0,1.2028954088272987,1.2904326060808593
476,86900000000.0,1.2028894960264895,1.2904135469026579
477,86925000000.0,1.2028834121101055,1.2903941576865652
478,86950000000.0,1.2028771708053194,1.290374465522832
479,86975000000.0,1.2028707856645078,1.290354497139686
480,87000000000.0,1.2028642700375278,1.2903342788490275
481,87025000000.0,1.202857637030329,1.29031383646542
482,87050000000.0,1.2028508994827651,1.2902931952628593
483,87075000000.0,1.2028440699313554,1.2902723799020925
484,87100000000.0,1.2028371605829902,1.2902514143794972
485,87125000000.0,1.202830183289423,1.2902303219775784
486,87150000000.0,1.2028231495216002,1.2902091252152241
487,87175000000.0,1.2028160703459543,1.2901878458018567
488,87200000000.0,1.2028089564037323,1.2901665045976545
489,87225000000.0,1.2028018178909812,1.2901451215750703
490,87250000000.0,1.2027946645421725,1.2901237157875225
491,87275000000.0,1.2027875056136252,1.290102305337828
492,87300000000.0,1.20278034987152,1.2900809073555746
493,87325000000.0,1.202773205578883,1.290059537972552
494,87350000000.0,1.2027660804892375,1.2900382123112646
495,87375000000.0,1.2027589818364806,1.2900169444661045
496,87400000000.0,1.2027519163325986,1.289995747499854
497,87425000000.0,1.2027448901624165,1.2899746334343842
498,87450000000.0,1.2027379089853123,1.289953613255019
499,87475000000.0,1.2027309779350543,1.2899326969112774
500,87500000000.0,1.2027241016224548,1.2899118933229767
501,87525000000.0,1.2027172841437237,1.28989121039764
